"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"5930","p","b","s","w","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","g"
"5931","e","x","y","n","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","e","w","c","w"
"5934","p","x","y","n","f","f","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","p"
"5936","p","b","y","y","f","n","f","c","n","w","e","b","k","y","w","n","p","w","o","e","w","v","d"
"5937","p","x","s","g","t","f","f","c","b","w","t","b","f","f","w","w","p","w","o","p","h","v","u"
"5938","e","f","y","p","t","n","f","c","b","e","e","b","s","s","w","w","p","w","t","e","w","c","w"
"5940","e","f","y","n","t","n","f","c","b","w","e","b","s","s","e","e","p","w","t","e","w","c","w"
"5941","p","b","y","p","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","m"
"5942","p","x","s","g","t","f","f","c","b","w","t","b","s","f","w","w","p","w","o","p","h","v","g"
"5944","p","x","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","g"
"5945","p","x","y","n","f","s","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","p"
"5947","p","x","s","b","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","v","u"
"5951","p","x","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","p"
"5952","p","f","s","b","t","f","f","c","b","h","t","b","s","f","w","w","p","w","o","p","h","v","g"
"5953","p","f","y","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","g"
"5956","p","b","f","n","f","n","f","c","n","w","e","b","k","y","w","n","p","w","o","e","w","v","d"
"5959","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","g"
"5960","p","x","s","g","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","s","g"
"5961","p","x","y","n","f","f","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","d"
"5962","e","x","y","n","t","n","f","c","b","w","e","b","s","s","e","w","p","w","t","e","w","c","w"
"5963","e","f","y","n","f","n","f","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","l"
"5964","p","f","y","b","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","g"
"5971","e","x","y","r","f","n","f","c","n","u","e","b","s","f","w","w","p","w","o","f","h","y","d"
"5974","p","x","y","e","f","y","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","l"
"5975","p","f","s","b","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","p","h","v","g"
"5978","p","f","s","b","t","f","f","c","b","w","t","b","s","f","w","w","p","w","o","p","h","s","g"
"5980","p","f","y","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","d"
"5982","p","f","s","w","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","p","h","s","u"
"5984","p","f","y","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","d"
"5987","p","f","y","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","g"
"5988","p","f","s","g","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","s","g"
"5991","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","d"
"5994","p","f","y","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","g"
"5995","p","x","y","e","f","y","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","l"
"5996","p","x","y","n","f","f","f","c","n","b","t","b","k","s","w","w","p","w","o","e","w","v","d"
"5997","e","k","y","b","t","n","f","c","b","e","e","b","s","s","w","w","p","w","t","e","w","c","w"
"5998","e","x","y","w","f","n","f","c","n","p","e","b","s","f","w","w","p","w","o","f","h","y","d"
"5999","p","f","s","b","t","f","f","c","b","p","t","b","s","f","w","w","p","w","o","p","h","v","u"
"6001","p","x","y","e","f","f","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","p"
"6002","p","f","s","e","f","s","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","d"
"6004","p","x","s","n","f","f","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","p"
"6006","p","f","y","e","f","s","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","d"
"6008","p","f","y","e","f","y","f","c","n","b","t","b","s","s","w","w","p","w","o","e","w","v","p"
"6009","p","x","s","e","f","s","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","l"
"6011","p","f","y","e","f","f","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","d"
"6012","p","x","s","e","f","s","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","l"
"6013","p","x","s","n","f","s","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","l"
"6014","p","f","s","e","f","f","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","d"
"6015","p","f","s","e","f","y","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","l"
"6017","p","f","y","n","f","y","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","p"
"6018","p","f","y","n","f","f","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","p"
"6020","p","k","s","n","f","y","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","p"
"6021","p","x","s","n","f","f","f","c","n","b","t","b","s","s","w","w","p","w","o","e","w","v","l"
"6022","p","f","s","e","f","y","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","d"
"6023","p","f","y","e","f","s","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","l"
"6024","p","k","s","e","f","y","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","p"
"6025","p","f","y","e","f","y","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","d"
"6027","p","f","s","e","f","y","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","d"
"6028","p","f","s","n","f","y","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","l"
"6029","p","f","y","e","f","s","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","d"
"6030","p","f","s","e","f","y","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","l"
"6031","p","f","s","n","f","s","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","p"
"6032","p","f","y","e","f","s","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","p"
"6034","p","f","s","e","f","f","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","p"
"6037","p","x","y","e","f","f","f","c","n","b","t","b","k","s","w","w","p","w","o","e","w","v","l"
"6038","p","f","y","n","f","y","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","l"
"6040","p","f","s","n","f","y","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","d"
"6041","e","x","s","n","f","n","a","c","b","o","e","b","s","s","o","o","p","n","o","p","n","v","l"
"6042","p","f","y","e","f","y","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","d"
"6044","p","f","y","e","f","y","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","p"
"6045","p","f","s","n","f","y","f","c","n","b","t","b","k","s","w","w","p","w","o","e","w","v","l"
"6047","p","x","s","n","f","f","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","d"
"6048","p","f","s","n","f","s","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","d"
"6049","p","f","y","e","f","y","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","d"
"6052","p","f","s","n","f","f","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","l"
"6056","p","x","s","e","f","y","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","d"
"6058","p","f","y","n","f","y","f","c","n","b","t","b","k","s","w","w","p","w","o","e","w","v","p"
"6059","p","x","y","e","f","f","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","d"
"6060","p","k","s","e","f","s","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","l"
"6061","p","k","s","n","f","f","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","l"
"6062","p","f","y","n","f","f","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","d"
"6063","p","x","s","e","f","s","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","l"
"6064","p","x","y","e","f","f","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","l"
"6065","p","f","y","e","f","s","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","p"
"6068","p","x","s","n","f","s","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","p"
"6070","p","f","y","n","f","y","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","p"
"6071","p","x","s","n","f","f","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","d"
"6072","p","x","s","e","f","f","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","d"
"6074","p","f","s","n","f","s","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","l"
"6075","p","x","y","e","f","s","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","l"
"6076","p","x","s","e","f","f","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","d"
"6077","p","f","s","n","f","y","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","l"
"6078","p","k","s","n","f","f","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","p"
"6079","p","f","y","n","f","s","f","c","n","b","t","b","k","s","w","w","p","w","o","e","w","v","p"
"6080","p","x","s","n","f","s","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","l"
"6081","p","f","y","e","f","y","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","l"
"6082","p","x","s","e","f","y","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","d"
"6086","p","f","y","n","f","s","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","d"
"6087","p","f","s","n","f","y","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","d"
"6088","p","x","s","e","f","s","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","l"
"6089","p","f","s","n","f","y","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","l"
"6091","p","f","s","e","f","f","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","l"
"6092","p","f","y","n","f","y","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","l"
"6094","p","f","y","n","f","f","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","l"
"6096","p","f","s","e","f","f","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","l"
"6099","p","x","y","e","f","y","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","d"
"6101","p","x","s","n","f","f","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","p"
"6102","p","f","y","n","f","s","f","c","n","b","t","b","s","s","w","w","p","w","o","e","w","v","p"
"6103","p","f","y","e","f","f","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","d"
"6105","p","f","y","n","f","y","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","d"
"6106","p","f","y","n","f","y","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","l"
"6107","p","x","y","e","f","s","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","l"
"6108","p","f","y","n","f","y","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","l"
"6109","p","f","s","n","f","s","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","l"
"6110","p","x","s","n","f","f","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","p"
"6111","p","f","y","e","f","y","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","p"
"6112","p","x","y","e","f","s","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","l"
"6115","p","f","y","e","f","f","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","d"
"6116","p","x","y","e","f","s","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","l"
"6117","p","x","y","e","f","s","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","l"
"6118","p","x","s","n","f","f","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","l"
"6122","p","x","s","e","f","y","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","p"
"6124","p","x","s","n","f","y","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","l"
"6127","p","f","s","e","f","s","f","c","n","b","t","b","s","s","w","w","p","w","o","e","w","v","l"
"6129","p","x","s","e","f","f","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","l"
"6130","p","x","s","n","f","y","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","d"
"6131","p","x","y","e","f","f","f","c","n","b","t","b","k","s","w","w","p","w","o","e","w","v","d"
"6133","p","f","s","n","f","y","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","l"
"6134","p","f","y","e","f","y","f","c","n","b","t","b","k","s","w","w","p","w","o","e","w","v","p"
"6135","p","x","y","e","f","s","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","l"
"6140","p","f","s","n","f","f","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","l"
"6141","p","f","s","e","f","s","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","p"
"6142","p","f","y","e","f","y","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","l"
"6144","p","x","y","e","f","s","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","l"
"6145","p","x","y","e","f","f","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","p"
"6147","p","f","y","e","f","y","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","l"
"6148","e","k","f","w","f","n","f","w","b","g","e","b","k","s","w","w","p","w","t","p","w","s","g"
"6149","p","x","s","n","f","s","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","p"
"6150","p","f","s","n","f","s","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","p"
"6151","p","x","s","n","f","s","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","d"
"6152","p","f","s","e","f","f","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","d"
"6153","p","x","s","n","f","f","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","p"
"6158","p","x","s","e","f","f","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","d"
"6159","p","x","y","e","f","f","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","d"
"6161","p","x","s","e","f","f","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","d"
"6162","p","x","s","e","f","s","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","l"
"6163","p","x","s","e","f","s","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","d"
"6165","p","x","s","n","f","y","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","d"
"6167","p","x","s","e","f","f","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","d"
"6170","p","f","y","e","f","y","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","d"
"6171","p","x","s","n","f","y","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","l"
"6173","p","f","s","e","f","f","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","l"
"6174","p","f","s","e","f","f","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","l"
"6175","p","f","y","e","f","f","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","p"
"6176","p","k","s","n","f","f","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","p"
"6177","p","f","y","n","f","f","f","c","n","b","t","b","k","s","w","w","p","w","o","e","w","v","l"
"6180","p","f","s","e","f","y","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","l"
"6183","p","f","s","n","f","f","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","d"
"6184","p","x","y","e","f","s","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","p"
"6185","p","x","y","e","f","s","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","l"
"6186","p","f","s","e","f","y","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","p"
"6188","p","f","y","e","f","s","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","p"
"6190","p","x","s","e","f","s","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","l"
"6192","p","x","s","n","f","f","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","l"
"6193","p","f","y","n","f","f","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","l"
"6195","e","b","s","g","f","n","f","w","b","w","e","b","s","k","w","w","p","w","t","p","w","n","g"
"6196","p","x","y","e","f","s","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","p"
"6198","p","f","y","e","f","s","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","l"
"6201","p","f","y","e","f","f","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","l"
"6204","e","k","s","w","f","n","f","w","b","g","e","b","k","s","w","w","p","w","t","p","w","s","g"
"6205","p","f","y","e","f","s","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","p"
"6206","p","x","s","e","f","f","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","p"
"6207","p","f","y","n","f","y","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","l"
"6208","p","f","y","n","f","s","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","l"
"6212","p","f","s","n","f","y","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","p"
"6214","p","f","y","e","f","s","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","d"
"6215","e","b","f","g","f","n","f","w","b","p","e","b","k","s","w","w","p","w","t","p","w","n","g"
"6216","p","k","y","e","f","s","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","l"
"6218","p","k","s","e","f","f","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","l"
"6221","p","f","s","e","f","s","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","d"
"6223","p","k","s","e","f","f","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","p"
"6224","p","k","y","n","f","s","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","l"
"6226","p","x","s","e","f","y","f","c","n","b","t","b","k","s","w","w","p","w","o","e","w","v","d"
"6227","p","f","s","e","f","s","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","p"
"6228","p","f","y","e","f","f","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","p"
"6231","p","x","y","e","f","y","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","d"
"6232","p","f","y","n","f","y","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","l"
"6233","p","x","y","e","f","y","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","l"
"6234","p","k","y","n","f","y","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","l"
"6235","p","f","s","e","f","f","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","l"
"6236","p","x","s","n","f","f","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","p"
"6238","p","f","s","e","f","s","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","d"
"6239","p","x","s","e","f","y","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","d"
"6240","p","f","s","n","f","y","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","d"
"6243","p","x","s","e","f","f","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","d"
"6244","p","f","y","e","f","y","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","l"
"6245","p","f","s","e","f","y","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","l"
"6246","p","f","y","e","f","f","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","d"
"6248","p","f","s","n","f","s","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","d"
"6250","p","f","y","n","f","y","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","p"
"6251","p","k","y","n","f","s","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","d"
"6252","p","x","s","e","f","s","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","p"
"6254","p","x","y","e","f","s","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","p"
"6255","p","f","y","e","f","s","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","d"
"6256","p","x","y","e","f","y","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","d"
"6257","p","f","y","e","f","y","f","c","n","b","t","b","k","s","w","w","p","w","o","e","w","v","l"
"6258","p","f","y","e","f","s","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","d"
"6260","p","k","y","e","f","y","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","l"
"6262","e","k","s","g","f","n","f","w","b","g","e","b","k","s","w","w","p","w","t","p","w","s","g"
"6263","p","x","s","n","f","y","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","l"
"6266","p","f","s","e","f","s","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","l"
"6268","p","x","s","e","f","y","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","p"
"6271","p","x","s","e","f","f","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","p"
"6272","p","f","s","e","f","s","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","d"
"6274","p","x","s","n","f","f","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","l"
"6277","p","x","y","e","f","s","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","p"
"6278","p","x","s","n","f","f","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","l"
"6283","p","x","y","e","f","f","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","d"
"6284","p","f","y","n","f","f","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","p"
"6286","p","f","y","n","f","s","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","d"
"6287","p","f","y","e","f","f","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","d"
"6292","p","f","s","e","f","s","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","p"
"6293","p","x","s","n","f","s","f","c","n","b","t","b","s","s","w","w","p","w","o","e","w","v","d"
"6294","p","f","s","e","f","s","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","l"
"6295","p","x","y","e","f","y","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","p"
"6297","p","x","y","e","f","f","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","l"
"6299","p","f","s","n","f","y","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","p"
"6302","p","k","y","n","f","y","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","p"
"6304","p","x","y","e","f","s","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","d"
"6305","p","k","s","n","f","s","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","d"
"6306","p","x","s","e","f","f","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","p"
"6310","p","f","s","e","f","f","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","p"
"6312","p","f","y","e","f","f","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","p"
"6313","p","f","y","e","f","f","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","l"
"6314","p","k","s","e","f","s","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","d"
"6318","p","k","s","n","f","y","f","c","n","b","t","b","s","s","w","w","p","w","o","e","w","v","d"
"6320","p","x","y","e","f","y","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","l"
"6322","p","x","s","e","f","y","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","p"
"6323","p","f","y","n","f","f","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","l"
"6324","p","f","y","n","f","s","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","p"
"6325","p","f","y","e","f","s","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","p"
"6326","p","k","y","n","f","y","f","c","n","b","t","b","k","s","w","w","p","w","o","e","w","v","l"
"6328","p","x","s","e","f","y","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","l"
"6329","p","x","s","n","f","f","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","l"
"6330","p","f","y","e","f","f","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","p"
"6331","p","k","y","e","f","f","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","d"
"6334","p","x","s","e","f","f","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","l"
"6335","p","x","s","e","f","s","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","l"
"6336","p","x","y","e","f","s","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","d"
"6338","p","f","y","n","f","y","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","l"
"6340","p","x","s","e","f","f","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","l"
"6342","p","f","s","n","f","f","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","l"
"6344","p","f","y","n","f","y","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","d"
"6345","p","x","y","e","f","f","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","l"
"6347","p","f","s","n","f","f","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","l"
"6348","p","f","s","n","f","s","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","d"
"6349","p","x","s","e","f","f","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","d"
"6352","p","f","y","n","f","f","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","p"
"6354","p","f","s","n","f","y","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","l"
"6355","p","f","s","n","f","y","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","p"
"6357","p","f","y","n","f","f","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","p"
"6364","p","f","y","n","f","s","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","d"
"6366","p","x","s","n","f","f","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","p"
"6367","e","k","f","w","f","n","f","w","b","p","e","b","k","k","w","w","p","w","t","p","w","n","g"
"6368","p","x","s","n","f","f","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","p"
"6369","p","f","s","n","f","f","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","d"
"6370","p","f","y","n","f","y","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","p"
"6371","p","f","s","n","f","f","f","c","n","b","t","b","k","s","w","w","p","w","o","e","w","v","d"
"6372","p","f","y","n","f","y","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","d"
"6373","p","f","y","n","f","f","f","c","n","b","t","b","s","s","w","w","p","w","o","e","w","v","l"
"6374","p","f","s","n","f","f","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","d"
"6376","e","b","s","n","f","n","a","c","b","o","e","b","s","s","o","o","p","o","o","p","o","v","l"
"6377","p","f","s","e","f","f","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","d"
